Code,Title,Description,Link
74100,Mail and parcel sorters and related occupations,"Mail and parcel sorters and workers in related occupations process and sort mail and parcels in post offices, mail processing plants, warehouses and internal mail rooms. They are employed by Canada Post Corporation, courier and parcel express companies and establishments throughout the public and private sectors.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=NoLFzPy5OuHA73nk7%2BQa2nge2VSwkwjEckNZWdiiVqM%3D
74101,Letter carriers,"Letter carriers sort and deliver mail, record delivery of registered mail and collect money for cash-on-delivery parcels. They are employed by Canada Post Corporation.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=NZBlW%2BlwJpOVTp1%2BSJ%2F03M%2FWsMGGA33d5dpud2sDaHc%3D
74102,Couriers and messengers,"Couriers and messengers pick up and deliver letters, parcels, packages, messages, and other items within and between establishments. They are employed by courier service companies and other establishments throughout the private and public sectors.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=9AXMMpyDPuUqKuNBCxNfvEpa2OJEMOHAQ%2FlpDWtpHZo%3D
74200,Railway yard and track maintenance workers,"Railway yard workers regulate yard traffic, couple and uncouple trains and perform related yard activities. Railway track maintenance workers operate machines and equipment to lay, maintain and repair railway tracks. They are employed by railway transport companies.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=wVmvOSpXiKUb%2BBFLbJCHbNpj4GvAV2erq5oiOm5Twe0%3D
74201,Water transport deck and engine room crew,"Water transport deck and engine room crew stand watch, operate and maintain deck equipment, perform other deck and bridge duties and assist ship engineer officers to operate, maintain and repair engines, machinery and auxiliary equipment aboard ships or self-propelled vessels. They are employed by marine transportation companies and federal government departments.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=WrkjHqCbuW04Gv1gTtsZ0yi8uq2PGiDmCrCLJlOqR%2Bc%3D
74202,Air transport ramp attendants,"Air transport ramp attendants operate ramp-servicing vehicles and equipment, handle cargo and baggage and perform other ground support duties at airports. They are employed by airline and air services companies and the federal government.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=isIW9V7%2FfNr3s8WKrdHvpczubiquQqx00dlECg2sjWI%3D
74203,Automotive and heavy truck and equipment parts installers and servicers ,"Automotive and heavy truck and equipment parts installers and servicers install replacement automotive mechanical parts such as mufflers, exhaust pipes, shock absorbers, springs and radiators and perform routine maintenance service such as oil changes, lubrication and tire repairs on automobiles, trucks and heavy equipment. They are employed by automobile and truck service and repair shops, service departments of industrial establishments and construction, mining and logging companies.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=tCcN03IydeNn2JvHqKa0ZwD6%2FuZLxSFyAAlwmTukZyY%3D
74204,Utility maintenance workers ,"Utility maintenance workers locate, repair, install and perform maintenance work to various equipment and facilities, such as water filtration and distribution plants, waste water treatment plants and power plants. They may also work on exterior and underground gas mains and distribution lines. They are employed by municipal, provincial and federal public works departments, private contractors under contract with government public works departments and gas distribution companies.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=q4jXeIWGSXfbsBsO5%2BGugl0a%2BdLxM%2Bw6r3ySRMBXr3E%3D
74205,Public works maintenance equipment operators and related workers,"Public works maintenance equipment operators and related workers operate vehicles and equipment to maintain streets, highways and sewer systems and operate trucks to collect garbage and recyclable materials. This unit group also includes workers who clear vegetation close to power lines. They are employed by municipal, provincial and federal public works departments, private contractors under contract with government public works departments and private companies involved in the collection of refuse and recyclable materials.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=YrQ369Fbr0zvR%2FW25pyEave3zGCRlfhFL7YBCZER59c%3D
75100,Longshore workers,"Longshore workers transfer cargo throughout dock area and onto and from ships and other vessels. They are employed by marine cargo handling companies, shipping agencies and shipping lines.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=Oa4YQQwC%2FLnGaJbQz35PNJzWRnCMndhjomcj8wJtw18%3D
75101,Material handlers,"Material handlers handle, move, load and unload materials by hand or using a variety of material handling equipment. They are employed by transportation, storage and moving companies, and by a variety of manufacturing and processing companies and retail and wholesale warehouses.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=38qVsgU%2BUmiq%2FPDxfuM699R8mhQeLUCNs2GTxSFiGRQ%3D
75110,Construction trades helpers and labourers,"Construction trades helpers and labourers assist skilled tradespersons and perform labouring activities at construction sites, in quarries and in surface mines. They are employed by construction companies, trade and labour contractors, and surface mine and quarry operators.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=OByuamk%2Fpb5KWXEazKxF%2BEswoY59XgGbwsxug2HNbYs%3D
75119,Other trades helpers and labourers,"Other trades helpers and labourers assist skilled tradespersons and perform labouring activities in the installation, maintenance and repair of industrial machinery, refrigeration, heating and air conditioning equipment, in the maintenance and repair of transportation and heavy equipment, in the installation and repair of telecommunication and power cables and in other repair and service work settings. They are employed by a wide variety of manufacturing, utility and service companies.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=Y50hQHjQIkQ5vcyTh2KI%2BzPD9ixG%2FPpWxpJvttk3epw%3D
75200,Taxi and limousine drivers and chauffeurs,"Taxi and limousine drivers drive automobiles and limousines to transport passengers. Chauffeurs drive automobiles and limousines to transport personnel and visitors of businesses, government or other organizations or members of private households. Taxi and limousine drivers are employed by taxi and other transportation service companies, or they may be self-employed. Chauffeurs are employed by businesses, government and other organizations, or private individuals or families.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=slCqSOJMCYtAo41D9KfK8RFX2RydHqdaHzTf57IHAGQ%3D
75201,Delivery service drivers and door-to-door distributors,"Delivery service drivers drive automobiles, vans and light trucks to pick up and deliver various products. Door-to-door distributors deliver items to residences and businesses. They are employed by dairies, drug stores, newspaper distributors, take-out food establishments, dry cleaners, mobile caterers and many other establishments, or they may be self-employed.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=PyfXCRFmw%2FiTbb6a491wFV7Rg9TRSD91wZ5jMC%2Bs5rM%3D
75210,Boat and cable ferry operators and related occupations,"Boat and cable ferry operators and workers in related occupations operate lock gates, bridges and similar equipment along canal systems and operate cable ferries and ferry terminals. This unit group also includes boat operators, and owner-operators, who operate small motorboats or watercraft to transport passengers or freight. They are employed by the federal government, cable ferry companies, ferry terminals, marine companies and canal, port or harbour authorities. Owner-operators of small boats are self-employed.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=df8ZuVA0AGyHl3ZcuhZjiSfyEzOHIoTaxmOwFDU6evc%3D
75211,Railway and motor transport labourers,"Railway and motor transport labourers perform a variety of tasks to assist track maintenance workers and railway yard workers, or motor transport operators. They are employed by railway transport companies and motor transport companies.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=cIe%2BlfHT1pyXMsVYnGgq4vuo5J%2BJ8BZoDbkzakBUtHo%3D
75212,Public works and maintenance labourers,"Public works and maintenance labourers perform a variety of labouring activities to maintain sidewalks, streets, roads and similar areas. They are employed by public works departments in all levels of government or by private contractors under contract to governments.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=7yw87cBhKznpJiMyA7WOtEIynu6QZN%2F2NyYJmmUoLSM%3D
80010,Managers in natural resources production and fishing,"Managers in natural resources production and fishing plan, organize, direct, control and evaluate the operations of establishments in forestry and logging, mining and quarrying, oil and gas drilling, production and servicing operations, and commercial fishing.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=I2CSrE9jJWYjiv3xcatcj8BVxdy4w%2BTO0zXP1t%2FAS3g%3D
80020,Managers in agriculture,"Managers in agriculture plan, organize, direct, control and evaluate the operations and functions of farms. They are responsible for growing crops, raising and breeding livestock, poultry and other animals, marketing farm products and enhancing farms’ sustainability through, notably, the implementation of new technologies. They usually own and operate their own establishment.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=1AvwDZbubUYan2JCqCkFlwohHa%2B7n7DNeujB9QkRyQ8%3D
80021,Managers in horticulture,"Managers in horticulture plan, organize, direct and control the activities of nursery and greenhouse staff who grow and market trees, shrubs, flowers and plants.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=g3kBkpY3YVPDp4hHcHQDWneRCn2svAn%2BNq73mv30E0M%3D
80022,Managers in aquaculture,"Managers in aquaculture manage operations of facilities which cultivate and harvest fish, shellfish or marine plants for replenishment of wildlife stocks or for commercial sale. They are employed by public or private fish hatcheries and commercial aquatic farms, or they may be self-employed.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=Kn%2FZbt1%2F3jfsi%2Ft8d7gPzeMUGNHrpR4lsHXyiLGsdkk%3D
82010,"Supervisors, logging and forestry","Supervisors in logging and forestry supervise and coordinate the activities of workers engaged in logging operations and silvicultural operations. They are employed by logging companies, contractors and government agencies.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=GoEgmYd2JkLQKIkj2TUxKUeduBVrfMymx05qacqzd2U%3D
82020,"Supervisors, mining and quarrying","Supervisors in mining and quarrying supervise and coordinate activities of workers engaged in underground and surface mining operations and quarries. They are employed by coal, metal and non-metallic mineral mines and quarries.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=yVWghAk0iLCrh3%2FtFM%2BpK7zjSpeRLWgL6soIyvKWniY%3D
82021,"Contractors and supervisors, oil and gas drilling and services","Contractors and supervisors in oil and gas drilling and services supervise and coordinate the activities in drilling for oil or gas, operating service rigs, or providing oil and gas well services. They are employed by drilling and well service contracting companies and petroleum producing companies. Contractors may be self-employed.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=CrXY3SJOWJXledV5hYtNu7iG48iJoCjM%2FYy6G1OYBTE%3D
82030,Agricultural service contractors and farm supervisors,"Agricultural service contractors provide agricultural services such as livestock and poultry breeding, soil preparation, crop planting, crop spraying, cultivating or harvesting. Farm supervisors supervise the work of specialized livestock workers, farm machinery operators, livestock labourers, aquaculture labourers and harvesting labourers.  Contractors may be self-employed.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=MsE8gXwoKa2tx2D1YKen8jVqkj%2FnurBVMGQ6uOXUUzQ%3D
82031,"Contractors and supervisors, landscaping, grounds maintenance and horticulture services","Contractors and supervisors, landscaping, grounds maintenance and horticulture services supervise and coordinate the activities of workers in the following unit groups: Nursery and greenhouse workers (85103) and Landscaping and grounds maintenance labourers (85191). They are employed by landscaping companies, cemeteries, lawn care and tree service companies, nurseries and greenhouses and by landscaping operations of public works departments and private establishments. Contractors may be self-employed.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=NQMOjbTXV9Hnmi18%2F%2BcUqNXBEn9GIxZsOc0%2BznIjkGo%3D
83100,Underground production and development miners,"Underground production and development miners drill, blast, operate mining machinery, and perform related duties to extract coal and ore in underground mines and to construct tunnels, passageways and shafts to facilitate mining operations. They are employed by coal, metal and non-metallic mineral underground mines and by specialized contractors in mine construction, shaft sinking and tunnelling. Apprentices are also included in this unit group.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=kCyNd28l%2FG9GUck8DrsOlgPZ8hkUcTc7sB1%2BmLAqYrM%3D
83101,"Oil and gas well drillers, servicers, testers and related workers","Oil and gas well drillers and well servicers control the operation of drilling and hoisting equipment on drilling and service rigs, and direct the activities of the rig crew under supervision of the rig manager. Oil and gas well loggers, testers and related workers operate specialized mechanical or electronic equipment, tools or instruments to provide services in conjunction with well drilling, completion or servicing. They are employed by drilling and well service contractors, petroleum producing companies and well logging or testing companies.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=mNyVH7xktWYjes4E8WFfHP9IbPWXIY6CbgFQyoFcr2Q%3D
83110,Logging machinery operators,"Logging machinery operators operate cable yarding systems, mechanical harvesters and forwarders and mechanical tree processors and loaders to fell, yard and process trees at logging sites. They are employed by logging companies and contractors.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=sG%2Fv3bM%2FdU%2FGS2K5xqZEDAmUQPvVuB61mHLFtGNrJAM%3D
83120,Fishing masters and officers,Fishing masters and officers manage and operate saltwater and freshwater fishing vessels greater than 100 gross tonnes to pursue and land fish and other marine life. They are employed by establishments engaged in operating commercial fishing vessels.,https://noc.esdc.gc.ca/Structure/NocProfile?objectid=5gSBBRO4s1njUn1jWjsQOyvDEowaCKNUsD3hd7rCYT0%3D
83121,Fishermen/women,Fishermen/women operate fishing vessels less than 100 gross tonnes to pursue and land fish and other marine life. They are usually self-employed owner-operators of fishing vessels.,https://noc.esdc.gc.ca/Structure/NocProfile?objectid=%2BV80VHtyvyyKtPZQYubRKmBhGsZH92VB6eiB0nnmVYI%3D
84100,Underground mine service and support workers,"Underground mine service and support workers perform a range of duties related to the operation of orepasses, chutes and conveyor systems, the construction and support of underground structures, passages and roadways, and the supply of materials and supplies to support underground mining. They are employed by coal, metal and non-metallic mineral mines.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=b2sjcTp6tDiJxpaoDCeVqohNGGtDowJhjNqW2t0ibQY%3D
84101,Oil and gas well drilling and related workers and services operators,"Oil and gas well drilling workers operate drilling and service rig machinery as intermediate members of the rig crew. Oil and gas well services operators drive trucks and operate specialized hydraulic pumping systems to place cement in wells or to treat wells with chemicals, sand mixtures or gases to stimulate production. They are employed by drilling and well service contractors and by petroleum producing companies.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=BnsvbDPkaXQ8UVzTAaQX8XZgt2%2FRhcNALbSGkG2YnBQ%3D
84110,Chain saw and skidder operators,"Chain saw and skidder operators operate chain saws to fell, delimb and buck trees, and operate skidders to move or yard the felled trees from the logging site to the landing area for processing and transportation. They are employed by logging companies and contractors.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=qkmHI40EWPSipwibp6JlMhSMvHMCTdgGCLyollYwF7k%3D
84111,Silviculture and forestry workers,"Silviculture and forestry workers perform a variety of duties related to reforestation and to the management, improvement and conservation of forest lands. They are employed by logging companies, contractors and government services.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=Ogoj7umK7WUz8r0axwrsIC25A6ueOBNSq3vF3yYlXm8%3D
84120,Specialized livestock workers and farm machinery operators,"Specialized livestock workers carry out feeding, health and breeding programs on dairy, beef, sheep, poultry, swine and other livestock farms. Farm machinery operators operate and maintain farm machinery and equipment. They are employed on crop, livestock, fruit, vegetable and specialty farms.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=u48BsUoawuDHqScbVrfqp4Zp%2FQwLVBZPEeLwCh%2B2tbE%3D
84121,Fishing vessel deckhands,"Fishing vessel deckhands perform a variety of manual tasks on commercial fishing voyages, and maintain fishing vessels. They are employed by establishments that operate commercial fishing vessels and by self-employed fishermen/women.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=9Mw18iy%2BDr4D59JpcHDoorKwoAZ%2FYrS4wCkoNXNkbyU%3D
85100,Livestock labourers,"Livestock labourers assist other farm workers to raise cattle, poultry and other animals, to help carry out feeding, health and breeding programs, to process animal products and to assist in the maintenance and repair of farm equipment and buildings. They are employed on livestock farms.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=KHeNWtlO%2BONd71So%2Bn1R3wrFHZo5WqRLmG%2BXrpxlY%2FE%3D
85101,Harvesting labourers,"Harvesting labourers and related workers assist other farm workers to plant, harvest, sort and pack crops. They participate in soil preparation, irrigation and crop planting, spraying and thinning. They are employed on fruit, vegetable and specialty crop farms.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=sT4zga5p7JcLqOtebmzKCcBE%2BrvEywfOInRFbpmcQC0%3D
85102,Aquaculture and marine harvest labourers,"Aquaculture and marine harvest labourers include aquaculture support workers, marine plant gatherers, shellfish diggers and other labourers in aquaculture and fishing. Aquaculture support workers are employed by public or private fish hatcheries and commercial aquatic farms. Marine plant gatherers and mollusk harvesters may be self-employed.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=WySKGj3yvkyIkAP8vVfrq4KzAFaw%2FwoAqb8cJqT1lUU%3D
85103,Nursery and greenhouse labourers,"Nursery and greenhouse labourers plant, cultivate and harvest trees, shrubs, flowers and plants, and serve nursery and greenhouse customers. They are employed in indoor and outdoor nurseries and greenhouses.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=yOD0tnA%2Fi76eNmhg0WUpNEBUwgkr2nQkOnjcUR5bYkg%3D
85104,Trappers and hunters,Trappers and hunters trap and hunt wild animals for pelts or live sale. They are usually self-employed and work on a seasonal basis.,https://noc.esdc.gc.ca/Structure/NocProfile?objectid=lZNXKMY1W8l%2B7MX9uhXImBGewzqZ2yWDOZXDI6D249Y%3D
85110,Mine labourers,"Mine labourers carry out a variety of general labouring duties to assist in the extraction of coal, minerals and ore, and in other services in support of underground mining. They are employed by coal, metal and non-metallic mineral mines.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=8zABRApqcfGnya4bDu0WzMeC%2BGo6u2v2Ru8DNyEBCy0%3D
85111,"Oil and gas drilling, servicing and related labourers","Oil and gas drilling, servicing and related labourers carry out a variety of general labouring duties and operate equipment to assist in the drilling and servicing of oil and gas wells. This unit group also includes labourers who assist in geophysical prospecting for oil and gas. They are employed by drilling and well servicing contractors and by petroleum producing companies.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=G3L4LwDmQkguzU8NIw0kHAE1C%2BhWMO1gHuoRuhqGx64%3D
85120,Logging and forestry labourers,"Logging and forestry labourers perform a variety of manual tasks such as attaching choker cables to logs, planting trees, clearing brush, spraying chemicals, cleaning up landing areas and assisting other workers in woodlands operations. They are employed by logging companies and contractors.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=JQ18AZ4p3cXACO1yab5jY%2BuUpoKarRqJ9%2BAMKSh%2FhuQ%3D
85121,Landscaping and grounds maintenance labourers,"Landscaping and grounds maintenance labourers perform work to assist in the construction of landscapes and related structures, and to maintain lawns, gardens, athletic fields, golf courses, cemeteries, parks, landscaped interiors and other landscaped areas. They are employed by landscaping and lawn care companies, golf courses, cemeteries, and landscaping operations of public works departments and private establishments.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=MTDWh1aUZ7Dt8hEv5Sm9vHc%2BvZIY6jF0fwHLG%2F87en0%3D
90010,Manufacturing managers,"Manufacturing managers plan, organize, direct, control and evaluate the operations of a manufacturing establishment or of a production department within a manufacturing establishment, under the direction of a general manager or other senior manager. They are employed by manufacturing companies.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=YgqvXU6gCGnBZphGqnBvyT369fTo4SvGmaFQeUf7jeM%3D
90011,Utilities managers,"Utilities managers plan, organize, direct, control and evaluate the operations of utility companies or services of heating fuel distribution companies. The services provided include treatment of water and waste, distribution of water, electricity, natural gas and heating oil to residential, commercial and industrial consumers, waste disposal and waste recycling. They are employed in public and private sector utilities and in heating fuel distribution companies.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=x%2BNdzpNwzrKEw%2BGBc9XFceGGcqWl%2BEv6ITLcduI06i8%3D
92010,"Supervisors, mineral and metal processing","Supervisors in mineral and metal processing supervise and coordinate the activities of workers engaged in mineral and metal processing and manufacturing. They are employed in mineral ore and metal processing plants such as copper, lead and zinc refineries, uranium processing plants, steel mills, aluminum plants, precious metal refineries, cement processing plants, clay, glass and stone processing plants and foundries.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=jajf0GA9WybDI9ZvMvJS4vqCkbudLfapu95gxObpVeQ%3D
92011,"Supervisors, petroleum, gas and chemical processing and utilities","Supervisors in petroleum, gas and chemical processing and utilities supervise and coordinate the activities of workers in the following unit groups: Central control and process operators, petroleum, gas and chemical processing (93101), Power engineers and power systems operators (92100), Water and waste treatment plant operators (92101), Chemical plant machine operators (94110) and Labourers in chemical products processing and utilities (95102). They are employed by petroleum and natural gas processing, pipeline and petrochemical companies, chemical and pharmaceutical companies, electric power utilities, water and waste treatment utilities and in a range of other industries and institutions.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=AGj4CdMxzWED0EA5MzIXtvi8K8ojBHTdBN%2BHclOGHyA%3D
92012,"Supervisors, food and beverage processing","Supervisors in food and beverage processing supervise and coordinate the activities of workers who operate processing and packaging machines, and workers who grade food and beverage products. They are employed in fruit and vegetable processing plants, dairies, flour mills, bakeries, sugar refineries, fish plants, meat plants, breweries and other food and beverage processing establishments.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=e%2FqgpRNWRmzv4LQO07eZhOy5bFfmwitW11VnIYiCQ9Q%3D
92013,"Supervisors, plastic and rubber products manufacturing","Supervisors in plastic and rubber products manufacturing supervise and coordinate the activities of workers who operate processing machines and who fabricate, assemble and inspect rubber or plastic products. They are employed by rubber and plastic products manufacturing companies and in plastic parts divisions of other manufacturing companies.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=pP7y3tGlS%2BZhdRtD%2BjNKymnNx6xhcDm0AYODAn%2FgCQ4%3D
92014,"Supervisors, forest products processing","Supervisors in forest products processing supervise and coordinate the activities of workers engaged in pulp and paper production and wood processing and manufacturing. They are employed by pulp and paper companies, paper converting companies, sawmills, planing mills, wood treatment plants, waferboard plants and other wood processing companies.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=IwkB6hBJj6tLLQ6at1800n8LV8GBvwpJLmWCY3LkaxA%3D
92015,"Supervisors, textile, fabric, fur and leather products processing and manufacturing","Supervisors in textile, fabric, fur and leather products processing and manufacturing supervise and coordinate the activities of workers engaged in textile, fabric, fur and leather products processing and manufacturing. They are employed by textile manufacturing companies, tanneries and other manufacturers of fabric, fur and leather products.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=DXHESwOmoRrCOcw1NzEOaD%2B3x%2FrmhTDeJyh9rRoT9Mg%3D
92020,"Supervisors, motor vehicle assembling","Supervisors in motor vehicle assembling supervise and coordinate the activities of workers in motor vehicle production departments. They are employed in plants which manufacture automobiles, vans and light trucks.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=fq%2FFL5LTXmsYRo5c5iNR5dHkeeAC0YvWDTlkwwe3yIQ%3D
92021,"Supervisors, electronics and electrical products manufacturing","Supervisors in electronics manufacturing supervise and coordinate the activities of workers who assemble, fabricate, test, repair and inspect electronic parts, components and systems. They are employed in electronics manufacturing plants. Supervisors in electrical products manufacturing supervise and coordinate the activities of workers who assemble, fabricate and inspect electrical components, appliances, motors and industrial equipment. They are employed by companies that manufacture electrical products.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=liprli%2F5bteRMnIRXtLzoJV30UpzKT%2BOpp44kr97ZaI%3D
92022,"Supervisors, furniture and fixtures manufacturing",Supervisors in furniture and fixtures manufacturing supervise and coordinate the activities of workers who manufacture furniture and fixtures made of wood or other materials. They are employed in furniture and fixtures manufacturing establishments.,https://noc.esdc.gc.ca/Structure/NocProfile?objectid=g3U5G77guUQOw4oGYSaz%2FbKHPtYZTXHWPJzcQEErNgo%3D
92023,"Supervisors, other mechanical and metal products manufacturing","Supervisors in other mechanical and metal products manufacturing supervise and coordinate the activities of workers who fabricate, assemble and inspect mechanical and metal products, such as aircraft and aircraft parts, heavy trucks, buses, trailers, motor vehicle engines, transmissions, heating equipment, commercial refrigeration and similar metal products. They are employed by a wide variety of manufacturing companies.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=F5KgV8wqqMaxTa76m382B6zhsdOA4vZKa4GITm2pUNI%3D
92024,"Supervisors, other products manufacturing and assembly","Supervisors in other products manufacturing and assembly supervise and coordinate the activities of workers who assemble, fabricate and inspect a variety of products not elsewhere classified, such as jewellery, clocks and watches, millwork, sporting goods, toys and other miscellaneous products. They are employed in a wide variety of manufacturing companies.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=c75XlBD8GZPsXD7edmFjYqTX03vN%2BGF88Nl1FtPQbmY%3D
92100,Power engineers and power systems operators,"Power engineers operate and maintain reactors, turbines, boilers, generators, stationary engines and auxiliary equipment to generate electrical power and to provide heat, light, refrigeration and other utility services for commercial, institutional and industrial buildings and other work sites. Power systems operators monitor and operate switchboards and related equipment in electrical control centres to control the distribution of electrical power in transmission networks. They are employed by power generation plants, electrical power utilities, manufacturing plants, hospitals, universities and government and commercial establishments. Apprentices are also included in this unit group.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=O%2FOPxDDOgbc%2FRwNg71QxSZaSry%2FBAZHDWSl85HIIsSk%3D
92101,Water and waste treatment plant operators,"Water treatment plant operators monitor and operate computerized control systems and related equipment in water filtration and treatment plants to regulate the treatment and distribution of water. Liquid waste plant operators monitor and operate computerized control systems and related equipment in wastewater, sewage treatment and liquid waste plants to regulate the treatment and disposal of sewage and wastes. They are employed by municipal governments and industrial facilities. This unit group also includes waste treatment plant operators in composting plants and other waste management facilities.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=bx7XceOXTZvjGKDXxYpbQCWJXhrgBZBkV%2FsSVLFD6zA%3D
93100,"Central control and process operators, mineral and metal processing","Central control and process operators, mineral and metal processing, operate and monitor multi-function process control machinery and equipment to control the processing of mineral ores, metals or cement. They are employed in mineral ore and metal processing plants such as copper, lead and zinc refineries, uranium processing plants, steel mills, aluminum plants, precious metal refineries and cement processing plants.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=EB0babygUjCeBfuEClBwV%2BQg%2F0pKNo1JxSmIR2izb3E%3D
93101,"Central control and process operators, petroleum, gas and chemical processing","Central control and process operators in petroleum, gas and chemical processing monitor and operate petroleum, petrochemical and chemical plants and monitor, adjust and maintain processing units and equipment in these plants. They are employed by petroleum and natural gas processing, pipeline and petrochemical companies and industrial, agricultural and specialty chemical and pharmaceutical companies.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=sn%2BXgAxs01MbkYPXvBV8qrclew%2BJTyPzT9ovPIGzMeA%3D
93102,"Pulping, papermaking and coating control operators","Pulping, papermaking and coating control operators operate and monitor multi-function process control machinery and equipment to control the processing of wood, scrap pulp, recyclable paper, cellulose materials, paper pulp and paperboard. They are employed by pulp and paper companies.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=QJnMxzEx9wRzMaVnKi8STYdvUm0r01eYWan3bVAlZfo%3D
93200,Aircraft assemblers and aircraft assembly inspectors ,"Aircraft assemblers assemble, fit and install prefabricated parts to manufacture fixed wing or rotary wing aircraft or aircraft subassemblies. Aircraft assembly inspectors inspect aircraft assemblies for adherence to engineering specifications. They are employed by aircraft and aircraft subassembly manufacturers.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=dDwpm9av6%2BOYULtLLJrgbFZhmx5ASOS3HS3RxUHDnSU%3D
94100,"Machine operators, mineral and metal processing","Machine operators in mineral and metal processing operate machinery to process mineral ore and metal. They are employed in mineral ore and metal processing plants such as copper, lead and zinc refineries, uranium processing plants, steel mills, aluminum plants, precious metal refineries and cement processing plants.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=CXQQMjgGg6UVt189%2BBKp0uAUnKwyQawS%2FUy8BDGPAPQ%3D
94101,Foundry workers,"Foundry workers make foundry moulds and cores by hand or machine, cast molten metal, and operate furnaces in the foundry industry. They are employed by metal foundries and foundry departments of metal products manufacturing companies.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=Rx%2B5ytBDlLO%2F%2FRVI9xeiUXojV5oMOm%2BYr42G4PCpHrQ%3D
94102,Glass forming and finishing machine operators and glass cutters,"Glass forming and finishing machine operators operate multi-function process control machinery or single-function machines to melt, form, cut or finish flat glass, glassware, bottles, and other glass products. Glass cutters cut flat glass of various thicknesses to specified sizes and shapes by hand. They are employed by glass and glass products manufacturing companies.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=dFMRVHcqsI7wBQD47gcpLJpBBotssI%2F6a8B8WyBmjVM%3D
94103,"Concrete, clay and stone forming operators","Concrete, clay and stone forming operators cast and finish concrete products, operate machines to extrude, mould, press and bake clay products, and operate machines to form, cut and finish stone products. They are employed by concrete, clay and stone products manufacturing companies.",https://noc.esdc.gc.ca/Structure/NocProfile?objectid=bkhAlUOODBRpGM0c24OowJL8mljgrvfaguujuQgZuqg%3D
